,FA,SampleID,ug
4656,C16.1n7c,BESFA.23.4.13.HP1,1510.3
4657,C16.1n7c,BESFA.23.4.13.HP2,2564.7
4658,C16.1n7c,BESFA.23.4.19.HL,42.1
4659,C16.1n7c,BESFA.23.4.19.HP1,1972
4660,C16.1n7c,BESFA.23.4.19.HP2,3376.7
4661,C16.1n7c,BESFA.23.4.05.HL,17.9
4662,C16.1n7c,BESFA.23.4.05.HP,1127.6
4663,C16.1n7c,BESFA.23.4.07.HL,23.2
4664,C16.1n7c,BESFA.23.4.07.HP1,1470.1
4665,C16.1n7c,BESFA.23.4.07.HP2,1788.7
4666,C16.1n7c,BESFA.23.4.09.HL,22.1
4667,C16.1n7c,BESFA.23.4.09.HP1,3380.7
4668,C16.1n7c,BESFA.23.4.09.HP2,2631.2
4669,C16.1n7c,BESFA.23.4.11.HL,38.2
4670,C16.1n7c,BESFA.23.4.11.HP1,1070.6
4671,C16.1n7c,BESFA.23.4.11.HP2,1576.4
4672,C16.1n7c,BESFA.23.4.14.HL,44.5
4673,C16.1n7c,BESFA.23.4.14.HP1,1687.7
4674,C16.1n7c,BESFA.23.4.14.HP2,1948
4675,C16.1n7c,BESFA.23.4.16.HL,44.4
4676,C16.1n7c,BESFA.23.4.16.HP1,1314.2
4677,C16.1n7c,BESFA.23.4.16.HP2,2336.1
4678,C16.1n7c,BESFA.23.4.20.HL,31.2
4679,C16.1n7c,BESFA.23.4.20.HP1,1380
4680,C16.1n7c,BESFA.23.4.20.HP2,1907.6
4681,C16.1n7c,BESFA.23.4.02.HL,9.1
4682,C16.1n7c,BESFA.23.4.02.HP,246.5
4683,C16.1n7c,BESFA.23.4.06.HL,25.2
4684,C16.1n7c,BESFA.23.4.06.HP1,2430.9
4685,C16.1n7c,BESFA.23.4.06.HP2,3338.5
4686,C16.1n7c,BESFA.23.4.08.HL,22.5
4687,C16.1n7c,BESFA.23.4.08.HP1,2374.1
4688,C16.1n7c,BESFA.23.4.08.HP2,1908.5
4689,C16.1n7c,BESFA.23.4.12.HL,43.7
4690,C16.1n7c,BESFA.23.4.12.HP1,2272.1
4691,C16.1n7c,BESFA.23.4.12.HP2,3757.1
4692,C16.1n7c,BESFA.23.4.15.HL,25.3
4693,C16.1n7c,BESFA.23.4.15.HP1,1400.2
4694,C16.1n7c,BESFA.23.4.15.HP2,2044.3
4695,C16.1n7c,BESFA.23.4.17.HL,36.6
4696,C16.1n7c,BESFA.23.4.17.HP1,2318.2
4697,C16.1n7c,BESFA.23.4.17.HP2,3030.8
4698,C16.1n7c,BESFA.23.4.18.HL,27.7
4699,C16.1n7c,BESFA.23.4.18.HP1,1057.1
4700,C16.1n7c,BESFA.23.4.18.HP2,2014.2
4701,C17.0,BESFA.23.4.01.HL,<LOD
4702,C17.0,BESFA.23.4.01.HP,285.6
4703,C17.0,BESFA.23.4.03.HL,<LOD
4704,C17.0,BESFA.23.4.03.HP,168.4
4705,C17.0,BESFA.23.4.04.HL,<LOD
4706,C17.0,BESFA.23.4.04.HP,283.2
4707,C17.0,BESFA.23.4.10.HL,<LOD
4708,C17.0,BESFA.23.4.10.HP1,91.5
4709,C17.0,BESFA.23.4.10.HP2,146.9
4710,C17.0,BESFA.23.4.13.HL,<LOD
4711,C17.0,BESFA.23.4.13.HP1,107.6
4712,C17.0,BESFA.23.4.13.HP2,197.7
4713,C17.0,BESFA.23.4.19.HL,<LOD
4714,C17.0,BESFA.23.4.19.HP1,155.3
4715,C17.0,BESFA.23.4.19.HP2,297.7
4716,C17.0,BESFA.23.4.05.HL,<LOQ
4717,C17.0,BESFA.23.4.05.HP,170.4
4718,C17.0,BESFA.23.4.07.HL,<LOD
4719,C17.0,BESFA.23.4.07.HP1,96.7
4720,C17.0,BESFA.23.4.07.HP2,121.8
4721,C17.0,BESFA.23.4.09.HL,<LOD
4722,C17.0,BESFA.23.4.09.HP1,304.9
4723,C17.0,BESFA.23.4.09.HP2,204
4724,C17.0,BESFA.23.4.11.HL,<LOQ
4725,C17.0,BESFA.23.4.11.HP1,84.1
4726,C17.0,BESFA.23.4.11.HP2,132.3
4727,C17.0,BESFA.23.4.14.HL,<LOQ
4728,C17.0,BESFA.23.4.14.HP1,132.2
4729,C17.0,BESFA.23.4.14.HP2,149.7
4730,C17.0,BESFA.23.4.16.HL,<LOQ
4731,C17.0,BESFA.23.4.16.HP1,95
4732,C17.0,BESFA.23.4.16.HP2,185.5
4733,C17.0,BESFA.23.4.20.HL,19.1
4734,C17.0,BESFA.23.4.20.HP1,106.5
4735,C17.0,BESFA.23.4.20.HP2,149.1
4736,C17.0,BESFA.23.4.02.HL,<LOD
4737,C17.0,BESFA.23.4.02.HP,25.3
4738,C17.0,BESFA.23.4.06.HL,<LOD
4739,C17.0,BESFA.23.4.06.HP1,194.8
4740,C17.0,BESFA.23.4.06.HP2,269.1
4741,C17.0,BESFA.23.4.08.HL,<LOD
4742,C17.0,BESFA.23.4.08.HP1,172.8
4743,C17.0,BESFA.23.4.08.HP2,127.7
4744,C17.0,BESFA.23.4.12.HL,<LOD
4745,C17.0,BESFA.23.4.12.HP1,160.3
4746,C17.0,BESFA.23.4.12.HP2,283
4747,C17.0,BESFA.23.4.15.HL,<LOD
4748,C17.0,BESFA.23.4.15.HP1,46.1
4749,C17.0,BESFA.23.4.15.HP2,156.2
4750,C17.0,BESFA.23.4.17.HL,<LOD
4751,C17.0,BESFA.23.4.17.HP1,163.3
4752,C17.0,BESFA.23.4.17.HP2,211
4753,C17.0,BESFA.23.4.18.HL,<LOD
4754,C17.0,BESFA.23.4.18.HP1,37.8
4755,C17.0,BESFA.23.4.18.HP2,166.4
4756,C16.2n4,BESFA.23.4.01.HL,<LOD
4757,C16.2n4,BESFA.23.4.01.HP,20.2
4758,C16.2n4,BESFA.23.4.03.HL,<LOD
4759,C16.2n4,BESFA.23.4.03.HP,17.7
4760,C16.2n4,BESFA.23.4.04.HL,<LOD
4761,C16.2n4,BESFA.23.4.04.HP,58.3
4762,C16.2n4,BESFA.23.4.10.HL,<LOD
4763,C16.2n4,BESFA.23.4.10.HP1,23.3
4764,C16.2n4,BESFA.23.4.10.HP2,44.8
4765,C16.2n4,BESFA.23.4.13.HL,<LOD
4766,C16.2n4,BESFA.23.4.13.HP1,25.6
4767,C16.2n4,BESFA.23.4.13.HP2,50.7
4768,C16.2n4,BESFA.23.4.19.HL,<LOD
4769,C16.2n4,BESFA.23.4.19.HP1,32.2
4770,C16.2n4,BESFA.23.4.19.HP2,67.6
4771,C16.2n4,BESFA.23.4.05.HL,<LOD
4772,C16.2n4,BESFA.23.4.05.HP,15.8
4773,C16.2n4,BESFA.23.4.07.HL,<LOD
4774,C16.2n4,BESFA.23.4.07.HP1,29
4775,C16.2n4,BESFA.23.4.07.HP2,36
4776,C16.2n4,BESFA.23.4.09.HL,<LOD
4777,C16.2n4,BESFA.23.4.09.HP1,69.6
4778,C16.2n4,BESFA.23.4.09.HP2,45.7
4779,C16.2n4,BESFA.23.4.11.HL,<LOD
4780,C16.2n4,BESFA.23.4.11.HP1,16.7
4781,C16.2n4,BESFA.23.4.11.HP2,27.2
4782,C16.2n4,BESFA.23.4.14.HL,<LOD
4783,C16.2n4,BESFA.23.4.14.HP1,33.1
4784,C16.2n4,BESFA.23.4.14.HP2,38.4
4785,C16.2n4,BESFA.23.4.16.HL,<LOD
4786,C16.2n4,BESFA.23.4.16.HP1,23
4787,C16.2n4,BESFA.23.4.16.HP2,45.7
4788,C16.2n4,BESFA.23.4.20.HL,<LOD
4789,C16.2n4,BESFA.23.4.20.HP1,23.4
4790,C16.2n4,BESFA.23.4.20.HP2,31.7
4791,C16.2n4,BESFA.23.4.02.HL,<LOD
4792,C16.2n4,BESFA.23.4.02.HP,7
4793,C16.2n4,BESFA.23.4.06.HL,<LOD
4794,C16.2n4,BESFA.23.4.06.HP1,53.4
4795,C16.2n4,BESFA.23.4.06.HP2,77.2
4796,C16.2n4,BESFA.23.4.08.HL,<LOD
4797,C16.2n4,BESFA.23.4.08.HP1,39.1
4798,C16.2n4,BESFA.23.4.08.HP2,34.2
4799,C16.2n4,BESFA.23.4.12.HL,<LOD
4800,C16.2n4,BESFA.23.4.12.HP1,47.3
4801,C16.2n4,BESFA.23.4.12.HP2,84.2
4802,C16.2n4,BESFA.23.4.15.HL,<LOD
4803,C16.2n4,BESFA.23.4.15.HP1,24.3
4804,C16.2n4,BESFA.23.4.15.HP2,37.2
4805,C16.2n4,BESFA.23.4.17.HL,<LOD
4806,C16.2n4,BESFA.23.4.17.HP1,48.5
4807,C16.2n4,BESFA.23.4.17.HP2,68.7
4808,C16.2n4,BESFA.23.4.18.HL,<LOD
4809,C16.2n4,BESFA.23.4.18.HP1,21
4810,C16.2n4,BESFA.23.4.18.HP2,43.7
4811,C17.1n7c,BESFA.23.4.01.HL,<LOD
4812,C17.1n7c,BESFA.23.4.01.HP,76.5
4813,C17.1n7c,BESFA.23.4.03.HL,<LOD
4814,C17.1n7c,BESFA.23.4.03.HP,32.5
4815,C17.1n7c,BESFA.23.4.04.HL,<LOD
4816,C17.1n7c,BESFA.23.4.04.HP,66.7
4817,C17.1n7c,BESFA.23.4.10.HL,<LOD
4818,C17.1n7c,BESFA.23.4.10.HP1,51.7
4819,C17.1n7c,BESFA.23.4.10.HP2,63
4820,C17.1n7c,BESFA.23.4.13.HL,<LOD
4821,C17.1n7c,BESFA.23.4.13.HP1,61.1
4822,C17.1n7c,BESFA.23.4.13.HP2,96
4823,C17.1n7c,BESFA.23.4.19.HL,<LOQ
4824,C17.1n7c,BESFA.23.4.19.HP1,101.5
4825,C17.1n7c,BESFA.23.4.19.HP2,210
4826,C17.1n7c,BESFA.23.4.05.HL,<LOD
4827,C17.1n7c,BESFA.23.4.05.HP,79.5
4828,C17.1n7c,BESFA.23.4.07.HL,<LOD
4829,C17.1n7c,BESFA.23.4.07.HP1,55.5
4830,C17.1n7c,BESFA.23.4.07.HP2,70
4831,C17.1n7c,BESFA.23.4.09.HL,<LOD
4832,C17.1n7c,BESFA.23.4.09.HP1,170.5
4833,C17.1n7c,BESFA.23.4.09.HP2,112.8
4834,C17.1n7c,BESFA.23.4.11.HL,<LOD
4835,C17.1n7c,BESFA.23.4.11.HP1,48.6
4836,C17.1n7c,BESFA.23.4.11.HP2,57.3
4837,C17.1n7c,BESFA.23.4.14.HL,<LOD
4838,C17.1n7c,BESFA.23.4.14.HP1,67.4
4839,C17.1n7c,BESFA.23.4.14.HP2,72.3
4840,C17.1n7c,BESFA.23.4.16.HL,<LOQ
4841,C17.1n7c,BESFA.23.4.16.HP1,56.8
4842,C17.1n7c,BESFA.23.4.16.HP2,85.4
4843,C17.1n7c,BESFA.23.4.20.HL,<LOQ
4844,C17.1n7c,BESFA.23.4.20.HP1,69.5
4845,C17.1n7c,BESFA.23.4.20.HP2,98.6
4846,C17.1n7c,BESFA.23.4.02.HL,<LOD
4847,C17.1n7c,BESFA.23.4.02.HP,<LOQ
4848,C17.1n7c,BESFA.23.4.06.HL,<LOD
4849,C17.1n7c,BESFA.23.4.06.HP1,98.1
4850,C17.1n7c,BESFA.23.4.06.HP2,135.9
4851,C17.1n7c,BESFA.23.4.08.HL,<LOD
4852,C17.1n7c,BESFA.23.4.08.HP1,122.3
4853,C17.1n7c,BESFA.23.4.08.HP2,84.1
4854,C17.1n7c,BESFA.23.4.12.HL,<LOD
4855,C17.1n7c,BESFA.23.4.12.HP1,83.5
4856,C17.1n7c,BESFA.23.4.12.HP2,149.3
4857,C17.1n7c,BESFA.23.4.15.HL,<LOD
4858,C17.1n7c,BESFA.23.4.15.HP1,59.9
4859,C17.1n7c,BESFA.23.4.15.HP2,83.9
4860,C17.1n7c,BESFA.23.4.17.HL,<LOD
4861,C17.1n7c,BESFA.23.4.17.HP1,100.9
4862,C17.1n7c,BESFA.23.4.17.HP2,102.8
4863,C17.1n7c,BESFA.23.4.18.HL,<LOD
4864,C17.1n7c,BESFA.23.4.18.HP1,58.2
4865,C17.1n7c,BESFA.23.4.18.HP2,84.9
4866,C16.4n3,BESFA.23.4.01.HL,<LOD
4867,C16.4n3,BESFA.23.4.01.HP,32.1
4868,C16.4n3,BESFA.23.4.03.HL,<LOD
4869,C16.4n3,BESFA.23.4.03.HP,<LOD
4870,C16.4n3,BESFA.23.4.04.HL,<LOD
4871,C16.4n3,BESFA.23.4.04.HP,<LOD
4872,C16.4n3,BESFA.23.4.10.HL,<LOD
4873,C16.4n3,BESFA.23.4.10.HP1,<LOD
4874,C16.4n3,BESFA.23.4.10.HP2,<LOD
4875,C16.4n3,BESFA.23.4.13.HL,<LOD
4876,C16.4n3,BESFA.23.4.13.HP1,<LOD
4877,C16.4n3,BESFA.23.4.13.HP2,<LOD
4878,C16.4n3,BESFA.23.4.19.HL,<LOD
4879,C16.4n3,BESFA.23.4.19.HP1,<LOD
4880,C16.4n3,BESFA.23.4.19.HP2,<LOD
4881,C16.4n3,BESFA.23.4.05.HL,<LOD
4882,C16.4n3,BESFA.23.4.05.HP,<LOD
4883,C16.4n3,BESFA.23.4.07.HL,<LOD
4884,C16.4n3,BESFA.23.4.07.HP1,<LOD
4885,C16.4n3,BESFA.23.4.07.HP2,<LOD
4886,C16.4n3,BESFA.23.4.09.HL,<LOD
4887,C16.4n3,BESFA.23.4.09.HP1,<LOD
4888,C16.4n3,BESFA.23.4.09.HP2,<LOD
4889,C16.4n3,BESFA.23.4.11.HL,<LOD
4890,C16.4n3,BESFA.23.4.11.HP1,<LOD
4891,C16.4n3,BESFA.23.4.11.HP2,<LOD
4892,C16.4n3,BESFA.23.4.14.HL,<LOD
4893,C16.4n3,BESFA.23.4.14.HP1,<LOD
4894,C16.4n3,BESFA.23.4.14.HP2,<LOD
4895,C16.4n3,BESFA.23.4.16.HL,<LOD
4896,C16.4n3,BESFA.23.4.16.HP1,<LOD
4897,C16.4n3,BESFA.23.4.16.HP2,<LOD
4898,C16.4n3,BESFA.23.4.20.HL,<LOD
4899,C16.4n3,BESFA.23.4.20.HP1,<LOD
4900,C16.4n3,BESFA.23.4.20.HP2,<LOD
4901,C16.4n3,BESFA.23.4.02.HL,<LOD
4902,C16.4n3,BESFA.23.4.02.HP,<LOD
4903,C16.4n3,BESFA.23.4.06.HL,<LOD
4904,C16.4n3,BESFA.23.4.06.HP1,<LOD
4905,C16.4n3,BESFA.23.4.06.HP2,<LOD
4906,C16.4n3,BESFA.23.4.08.HL,<LOD
4907,C16.4n3,BESFA.23.4.08.HP1,<LOD
4908,C16.4n3,BESFA.23.4.08.HP2,<LOD
4909,C16.4n3,BESFA.23.4.12.HL,<LOD
4910,C16.4n3,BESFA.23.4.12.HP1,<LOD
4911,C16.4n3,BESFA.23.4.12.HP2,<LOD
4912,C16.4n3,BESFA.23.4.15.HL,<LOD
4913,C16.4n3,BESFA.23.4.15.HP1,<LOD
4914,C16.4n3,BESFA.23.4.15.HP2,<LOD
4915,C16.4n3,BESFA.23.4.17.HL,<LOD
4916,C16.4n3,BESFA.23.4.17.HP1,<LOD
4917,C16.4n3,BESFA.23.4.17.HP2,<LOD
4918,C16.4n3,BESFA.23.4.18.HL,<LOD
4919,C16.4n3,BESFA.23.4.18.HP1,<LOD
4920,C16.4n3,BESFA.23.4.18.HP2,<LOD
4921,C16.4n1,BESFA.23.4.01.HL,<LOD
4922,C16.4n1,BESFA.23.4.01.HP,<LOD
4923,C16.4n1,BESFA.23.4.03.HL,<LOD
4924,C16.4n1,BESFA.23.4.03.HP,63.1
4925,C16.4n1,BESFA.23.4.04.HL,<LOD
4926,C16.4n1,BESFA.23.4.04.HP,162.1
4927,C16.4n1,BESFA.23.4.10.HL,<LOD
4928,C16.4n1,BESFA.23.4.10.HP1,104.6
4929,C16.4n1,BESFA.23.4.10.HP2,224.1
4930,C16.4n1,BESFA.23.4.13.HL,<LOD
4931,C16.4n1,BESFA.23.4.13.HP1,135.2
4932,C16.4n1,BESFA.23.4.13.HP2,321.6
4933,C16.4n1,BESFA.23.4.19.HL,<LOD
4934,C16.4n1,BESFA.23.4.19.HP1,174.9
4935,C16.4n1,BESFA.23.4.19.HP2,416.3
4936,C16.4n1,BESFA.23.4.05.HL,<LOD
4937,C16.4n1,BESFA.23.4.05.HP,45.4
4938,C16.4n1,BESFA.23.4.07.HL,<LOD
4939,C16.4n1,BESFA.23.4.07.HP1,148.7
4940,C16.4n1,BESFA.23.4.07.HP2,204.9
4941,C16.4n1,BESFA.23.4.09.HL,<LOD
4942,C16.4n1,BESFA.23.4.09.HP1,482.2
4943,C16.4n1,BESFA.23.4.09.HP2,307
4944,C16.4n1,BESFA.23.4.11.HL,<LOD
4945,C16.4n1,BESFA.23.4.11.HP1,89.2
4946,C16.4n1,BESFA.23.4.11.HP2,169
4947,C16.4n1,BESFA.23.4.14.HL,<LOD
4948,C16.4n1,BESFA.23.4.14.HP1,184.4
4949,C16.4n1,BESFA.23.4.14.HP2,227.5
4950,C16.4n1,BESFA.23.4.16.HL,<LOD
4951,C16.4n1,BESFA.23.4.16.HP1,119.9
4952,C16.4n1,BESFA.23.4.16.HP2,270.2
4953,C16.4n1,BESFA.23.4.20.HL,<LOD
4954,C16.4n1,BESFA.23.4.20.HP1,114.5
4955,C16.4n1,BESFA.23.4.20.HP2,164.6
4956,C16.4n1,BESFA.23.4.02.HL,<LOD
4957,C16.4n1,BESFA.23.4.02.HP,14.2
4958,C16.4n1,BESFA.23.4.06.HL,<LOD
4959,C16.4n1,BESFA.23.4.06.HP1,327.1
4960,C16.4n1,BESFA.23.4.06.HP2,512.7
4961,C16.4n1,BESFA.23.4.08.HL,<LOD
4962,C16.4n1,BESFA.23.4.08.HP1,182.4
4963,C16.4n1,BESFA.23.4.08.HP2,170.9
4964,C16.4n1,BESFA.23.4.12.HL,<LOD
4965,C16.4n1,BESFA.23.4.12.HP1,277.4
4966,C16.4n1,BESFA.23.4.12.HP2,519.5
4967,C16.4n1,BESFA.23.4.15.HL,<LOD
4968,C16.4n1,BESFA.23.4.15.HP1,123.3
4969,C16.4n1,BESFA.23.4.15.HP2,208.3
4970,C16.4n1,BESFA.23.4.17.HL,<LOD
4971,C16.4n1,BESFA.23.4.17.HP1,298.8
4972,C16.4n1,BESFA.23.4.17.HP2,466.9
4973,C16.4n1,BESFA.23.4.18.HL,<LOD
4974,C16.4n1,BESFA.23.4.18.HP1,104.9
4975,C16.4n1,BESFA.23.4.18.HP2,258.3
4976,C18.0,BESFA.23.4.01.HL,<LOD
4977,C18.0,BESFA.23.4.01.HP,740.8
4978,C18.0,BESFA.23.4.03.HL,<LOD
4979,C18.0,BESFA.23.4.03.HP,<LOQ
4980,C18.0,BESFA.23.4.04.HL,<LOD
4981,C18.0,BESFA.23.4.04.HP,938.7
4982,C18.0,BESFA.23.4.10.HL,<LOD
4983,C18.0,BESFA.23.4.10.HP1,<LOQ
4984,C18.0,BESFA.23.4.10.HP2,<LOQ
4985,C18.0,BESFA.23.4.13.HL,<LOD
4986,C18.0,BESFA.23.4.13.HP1,<LOQ
4987,C18.0,BESFA.23.4.13.HP2,609.4
4988,C18.0,BESFA.23.4.19.HL,<LOD
4989,C18.0,BESFA.23.4.19.HP1,<LOQ
4990,C18.0,BESFA.23.4.19.HP2,760.5
4991,C18.0,BESFA.23.4.05.HL,<LOD
4992,C18.0,BESFA.23.4.05.HP,500.1
4993,C18.0,BESFA.23.4.07.HL,<LOD
4994,C18.0,BESFA.23.4.07.HP1,304.1
4995,C18.0,BESFA.23.4.07.HP2,423.5
4996,C18.0,BESFA.23.4.09.HL,<LOD
4997,C18.0,BESFA.23.4.09.HP1,917
4998,C18.0,BESFA.23.4.09.HP2,621.4
4999,C18.0,BESFA.23.4.11.HL,<LOD
5000,C18.0,BESFA.23.4.11.HP1,247.4
5001,C18.0,BESFA.23.4.11.HP2,446.3
5002,C18.0,BESFA.23.4.14.HL,<LOD
5003,C18.0,BESFA.23.4.14.HP1,500.1
5004,C18.0,BESFA.23.4.14.HP2,464.1
5005,C18.0,BESFA.23.4.16.HL,<LOD
5006,C18.0,BESFA.23.4.16.HP1,263.3
5007,C18.0,BESFA.23.4.16.HP2,694.3
5008,C18.0,BESFA.23.4.20.HL,238.4
5009,C18.0,BESFA.23.4.20.HP1,280.5
5010,C18.0,BESFA.23.4.20.HP2,406.9
5011,C18.0,BESFA.23.4.02.HL,<LOD
5012,C18.0,BESFA.23.4.02.HP,<LOD
5013,C18.0,BESFA.23.4.06.HL,<LOD
5014,C18.0,BESFA.23.4.06.HP1,<LOQ
5015,C18.0,BESFA.23.4.06.HP2,<LOQ
5016,C18.0,BESFA.23.4.08.HL,<LOD
5017,C18.0,BESFA.23.4.08.HP1,<LOQ
5018,C18.0,BESFA.23.4.08.HP2,<LOD
5019,C18.0,BESFA.23.4.12.HL,<LOD
5020,C18.0,BESFA.23.4.12.HP1,<LOQ
5021,C18.0,BESFA.23.4.12.HP2,<LOQ
5022,C18.0,BESFA.23.4.15.HL,<LOD
5023,C18.0,BESFA.23.4.15.HP1,<LOD
5024,C18.0,BESFA.23.4.15.HP2,<LOD
5025,C18.0,BESFA.23.4.17.HL,<LOD
5026,C18.0,BESFA.23.4.17.HP1,<LOD
5027,C18.0,BESFA.23.4.17.HP2,<LOQ
5028,C18.0,BESFA.23.4.18.HL,<LOD
5029,C18.0,BESFA.23.4.18.HP1,<LOD
5030,C18.0,BESFA.23.4.18.HP2,<LOQ
5031,C18.1n9c,BESFA.23.4.01.HL,<LOD
5032,C18.1n9c,BESFA.23.4.01.HP,1961.4
5033,C18.1n9c,BESFA.23.4.03.HL,<LOD
5034,C18.1n9c,BESFA.23.4.03.HP,559.5
5035,C18.1n9c,BESFA.23.4.04.HL,<LOD
5036,C18.1n9c,BESFA.23.4.04.HP,1893.3
5037,C18.1n9c,BESFA.23.4.10.HL,<LOD
5038,C18.1n9c,BESFA.23.4.10.HP1,415
5039,C18.1n9c,BESFA.23.4.10.HP2,662.6
5040,C18.1n9c,BESFA.23.4.13.HL,<LOD
5041,C18.1n9c,BESFA.23.4.13.HP1,778
5042,C18.1n9c,BESFA.23.4.13.HP2,1322.7
5043,C18.1n9c,BESFA.23.4.19.HL,<LOD
5044,C18.1n9c,BESFA.23.4.19.HP1,1301.7
5045,C18.1n9c,BESFA.23.4.19.HP2,2231.6
5046,C18.1n9c,BESFA.23.4.05.HL,<LOD
5047,C18.1n9c,BESFA.23.4.05.HP,859.3
5048,C18.1n9c,BESFA.23.4.07.HL,<LOD
5049,C18.1n9c,BESFA.23.4.07.HP1,822.7
5050,C18.1n9c,BESFA.23.4.07.HP2,1018
5051,C18.1n9c,BESFA.23.4.09.HL,<LOD
5052,C18.1n9c,BESFA.23.4.09.HP1,2085.1
5053,C18.1n9c,BESFA.23.4.09.HP2,1606.2
5054,C18.1n9c,BESFA.23.4.11.HL,<LOD
5055,C18.1n9c,BESFA.23.4.11.HP1,684.8
5056,C18.1n9c,BESFA.23.4.11.HP2,998.5
5057,C18.1n9c,BESFA.23.4.14.HL,<LOD
5058,C18.1n9c,BESFA.23.4.14.HP1,895.6
5059,C18.1n9c,BESFA.23.4.14.HP2,1018
5060,C18.1n9c,BESFA.23.4.16.HL,<LOD
5061,C18.1n9c,BESFA.23.4.16.HP1,725.7
5062,C18.1n9c,BESFA.23.4.16.HP2,1353.6
5063,C18.1n9c,BESFA.23.4.20.HL,<LOQ
5064,C18.1n9c,BESFA.23.4.20.HP1,810.7
5065,C18.1n9c,BESFA.23.4.20.HP2,1193.3
5066,C18.1n9c,BESFA.23.4.02.HL,<LOD
5067,C18.1n9c,BESFA.23.4.02.HP,<LOD
5068,C18.1n9c,BESFA.23.4.06.HL,<LOD
5069,C18.1n9c,BESFA.23.4.06.HP1,1234.9
5070,C18.1n9c,BESFA.23.4.06.HP2,1622.1
5071,C18.1n9c,BESFA.23.4.08.HL,<LOD
5072,C18.1n9c,BESFA.23.4.08.HP1,1235.8
5073,C18.1n9c,BESFA.23.4.08.HP2,886.1
5074,C18.1n9c,BESFA.23.4.12.HL,<LOD
5075,C18.1n9c,BESFA.23.4.12.HP1,1208.7
5076,C18.1n9c,BESFA.23.4.12.HP2,2034.2
5077,C18.1n9c,BESFA.23.4.15.HL,<LOD
5078,C18.1n9c,BESFA.23.4.15.HP1,<LOQ
5079,C18.1n9c,BESFA.23.4.15.HP2,1038.9
5080,C18.1n9c,BESFA.23.4.17.HL,<LOD
5081,C18.1n9c,BESFA.23.4.17.HP1,1046.5
5082,C18.1n9c,BESFA.23.4.17.HP2,1357
5083,C18.1n9c,BESFA.23.4.18.HL,<LOD
5084,C18.1n9c,BESFA.23.4.18.HP1,<LOQ
5085,C18.1n9c,BESFA.23.4.18.HP2,1057.2
5086,C18.1n7c,BESFA.23.4.01.HL,15.7
5087,C18.1n7c,BESFA.23.4.01.HP,1180.6
5088,C18.1n7c,BESFA.23.4.03.HL,20.6
5089,C18.1n7c,BESFA.23.4.03.HP,565.5
5090,C18.1n7c,BESFA.23.4.04.HL,23.3
5091,C18.1n7c,BESFA.23.4.04.HP,1829.6
5092,C18.1n7c,BESFA.23.4.10.HL,15
5093,C18.1n7c,BESFA.23.4.10.HP1,560.3
5094,C18.1n7c,BESFA.23.4.10.HP2,876.3
5095,C18.1n7c,BESFA.23.4.13.HL,28.9
5096,C18.1n7c,BESFA.23.4.13.HP1,964.6
5097,C18.1n7c,BESFA.23.4.13.HP2,1569.3
5098,C18.1n7c,BESFA.23.4.19.HL,43
5099,C18.1n7c,BESFA.23.4.19.HP1,1205.7
5100,C18.1n7c,BESFA.23.4.19.HP2,2056.8
5101,C18.1n7c,BESFA.23.4.05.HL,23.5
5102,C18.1n7c,BESFA.23.4.05.HP,860.6
5103,C18.1n7c,BESFA.23.4.07.HL,22.9
5104,C18.1n7c,BESFA.23.4.07.HP1,840.2
5105,C18.1n7c,BESFA.23.4.07.HP2,1018.2
5106,C18.1n7c,BESFA.23.4.09.HL,17.3
5107,C18.1n7c,BESFA.23.4.09.HP1,2031.3
5108,C18.1n7c,BESFA.23.4.09.HP2,1560.5
5109,C18.1n7c,BESFA.23.4.11.HL,41.6
5110,C18.1n7c,BESFA.23.4.11.HP1,717.2
5111,C18.1n7c,BESFA.23.4.11.HP2,1053.1
5112,C18.1n7c,BESFA.23.4.14.HL,41.7
5113,C18.1n7c,BESFA.23.4.14.HP1,1016.1
5114,C18.1n7c,BESFA.23.4.14.HP2,1219.3
5115,C18.1n7c,BESFA.23.4.16.HL,36.4
5116,C18.1n7c,BESFA.23.4.16.HP1,757.5
5117,C18.1n7c,BESFA.23.4.16.HP2,1382.2
5118,C18.1n7c,BESFA.23.4.20.HL,33.6
5119,C18.1n7c,BESFA.23.4.20.HP1,801.7
5120,C18.1n7c,BESFA.23.4.20.HP2,1129.1
5121,C18.1n7c,BESFA.23.4.02.HL,16.9
5122,C18.1n7c,BESFA.23.4.02.HP,135.4
5123,C18.1n7c,BESFA.23.4.06.HL,23.2
5124,C18.1n7c,BESFA.23.4.06.HP1,1532.6
5125,C18.1n7c,BESFA.23.4.06.HP2,2086.7
5126,C18.1n7c,BESFA.23.4.08.HL,33.3
5127,C18.1n7c,BESFA.23.4.08.HP1,1204.2
5128,C18.1n7c,BESFA.23.4.08.HP2,935.3
5129,C18.1n7c,BESFA.23.4.12.HL,48.9
5130,C18.1n7c,BESFA.23.4.12.HP1,1456.1
5131,C18.1n7c,BESFA.23.4.12.HP2,2409.3
5132,C18.1n7c,BESFA.23.4.15.HL,24.8
5133,C18.1n7c,BESFA.23.4.15.HP1,918.7
5134,C18.1n7c,BESFA.23.4.15.HP2,1331.9
5135,C18.1n7c,BESFA.23.4.17.HL,37
5136,C18.1n7c,BESFA.23.4.17.HP1,1211.8
5137,C18.1n7c,BESFA.23.4.17.HP2,1535.1
